Query	Chromosome	Start	End	Score
KX947258.1	JAILWY010000009.1	2571899	2572441	593.0
KX947257.1	JAILWY010000009.1	2571899	2572496	566.0
KX947256.1	JAILWY010000009.1	2571899	2572489	632.0
KX947255.1	JAILWY010000009.1	2571899	2572446	636.0
KX947252.1	JAILWY010000009.1	2571899	2572260	409.0
KX947251.1	JAILWY010000009.1	2571899	2572479	634.0
KX947250.1	JAILWY010000009.1	2571899	2572162	294.0
KX947247.1	JAILWY010000009.1	2571899	2572401	579.0
KX947245.1	JAILWY010000009.1	2571899	2572434	558.0
KX947243.1	JAILWY010000009.1	2571899	2572401	560.0
KX947241.1	JAILWY010000009.1	2571899	2572480	580.0
KX947239.1	JAILWY010000009.1	2571899	2572453	520.0
KX947236.1	JAILWY010000009.1	2571899	2572480	614.0
KX947235.1	JAILWY010000009.1	2571899	2572274	420.0
KX947234.1	JAILWY010000009.1	2571899	2572479	544.0
KX947233.1	JAILWY010000009.1	2571899	2572482	651.0
KX947231.1	JAILWY010000009.1	2571899	2572481	662.0
KX947230.1	JAILWY010000009.1	2571899	2572479	678.0
KX947229.1	JAILWY010000009.1	2571899	2572366	501.0
KX947228.1	JAILWY010000009.1	2571899	2572482	627.0
KX947226.1	JAILWY010000009.1	2571899	2572482	604.0
KX947223.1	JAILWY010000009.1	2571899	2572489	601.0
KX947221.1	JAILWY010000009.1	2571899	2572454	625.0
KX947220.1	JAILWY010000009.1	2571899	2572480	595.0
KX947219.1	JAILWY010000009.1	2571899	2572482	577.0
KX947218.1	JAILWY010000009.1	2571899	2572383	532.0
KX947217.1	JAILWY010000009.1	2571899	2572480	556.0
KX947216.1	JAILWY010000009.1	2571899	2572449	577.0
KX947215.1	JAILWY010000009.1	2571899	2572402	569.0
KX947214.1	JAILWY010000009.1	2571899	2572489	592.0
KX947212.1	JAILWY010000009.1	2571899	2572494	627.0
KX947211.1	JAILWY010000009.1	2571899	2572449	630.0
KX947210.1	JAILWY010000009.1	2571899	2572446	586.0
KX947209.1	JAILWY010000009.1	2571899	2572482	619.0
KX947208.1	JAILWY010000009.1	2571899	2572480	632.0
KX947207.1	JAILWY010000009.1	2571899	2572479	599.0
KX947206.1	JAILWY010000009.1	2571899	2572489	553.0
KX947204.1	JAILWY010000009.1	2571899	2572443	588.0
KX947202.1	JAILWY010000009.1	2571899	2572164	292.0
KX947201.1	JAILWY010000009.1	2571899	2572098	270.0
KX947200.1	JAILWY010000009.1	2571899	2572137	315.0
KX947197.1	JAILWY010000009.1	2571899	2572482	566.0
KX947196.1	JAILWY010000009.1	2571899	2572479	573.0
KX947195.1	JAILWY010000009.1	2571899	2572479	603.0
KX947194.1	JAILWY010000009.1	2571899	2572482	625.0
KX947193.1	JAILWY010000009.1	2571899	2572480	638.0
KX947192.1	JAILWY010000009.1	2571901	2572445	518.0
KX947191.1	JAILWY010000009.1	2571899	2572364	494.0
KX947190.1	JAILWY010000009.1	2571899	2572479	617.0
KX947189.1	JAILWY010000009.1	2571899	2572482	606.0
KX947187.1	JAILWY010000009.1	2571899	2572401	531.0
KX947186.1	JAILWY010000009.1	2571899	2572489	568.0
KX947185.1	JAILWY010000009.1	2571899	2572479	628.0
KX947184.1	JAILWY010000009.1	2571899	2572455	577.0
KX947183.1	JAILWY010000009.1	2571899	2572482	555.0
KX947182.1	JAILWY010000009.1	2571899	2572479	610.0
KX947176.1	JAILWY010000009.1	2571899	2572479	612.0
KX947173.1	JAILWY010000009.1	2571899	2572453	566.0
KX947172.1	JAILWY010000009.1	2571899	2572353	479.0
KX947171.1	JAILWY010000009.1	2571899	2572482	621.0
KX947170.1	JAILWY010000009.1	2571899	2572482	634.0
KX947169.1	JAILWY010000009.1	2571899	2572401	545.0
KX947168.1	JAILWY010000009.1	2571899	2572288	379.0
KX947166.1	JAILWY010000009.1	2571899	2572367	540.0
KX947163.1	JAILWY010000009.1	2571899	2572482	636.0
KX947162.1	JAILWY010000009.1	2571899	2572480	616.0
KX947161.1	JAILWY010000009.1	2571899	2572402	568.0
KX947160.1	JAILWY010000009.1	2571899	2572494	634.0
KX947159.1	JAILWY010000009.1	2571899	2572482	614.0
KX947158.1	JAILWY010000009.1	2571899	2572446	549.0
KX947157.1	JAILWY010000009.1	2571899	2572398	588.0
KX947156.1	JAILWY010000009.1	2571899	2572471	562.0
KX947153.1	JAILWY010000009.1	2571899	2572479	625.0
KX947152.1	JAILWY010000009.1	2571899	2572453	604.0
KX947151.1	JAILWY010000009.1	2571899	2572434	573.0
KX947150.1	JAILWY010000009.1	2571899	2572479	579.0
KX947149.1	JAILWY010000009.1	2571899	2572443	588.0
KX947148.1	JAILWY010000009.1	2571899	2572387	544.0
KX947147.1	JAILWY010000009.1	2571899	2572453	588.0
KX947145.1	JAILWY010000009.1	2571899	2572479	627.0
KX947144.1	JAILWY010000009.1	2571899	2572479	614.0
KX947143.1	JAILWY010000009.1	2571899	2572482	619.0
KX947142.1	JAILWY010000009.1	2571899	2572392	551.0
KX947141.1	JAILWY010000009.1	2571899	2572368	547.0
KX947140.1	JAILWY010000009.1	2571899	2572489	645.0
KX947139.1	JAILWY010000009.1	2571899	2572480	569.0
KX947138.1	JAILWY010000009.1	2571899	2572366	529.0
KX947137.1	JAILWY010000009.1	2571899	2572315	405.0
KX947136.1	JAILWY010000009.1	2571899	2572384	460.0
KX947133.1	JAILWY010000009.1	2571899	2572399	503.0
KX947132.1	JAILWY010000009.1	2571899	2572446	580.0
KX947130.1	JAILWY010000009.1	2571899	2572480	577.0
KX947129.1	JAILWY010000009.1	2571899	2572479	536.0
KX947128.1	JAILWY010000009.1	2571899	2572402	603.0
KX947126.1	JAILWY010000009.1	2571899	2572369	545.0
KX947125.1	JAILWY010000009.1	2571899	2572453	562.0
KX947121.1	JAILWY010000009.1	2571899	2572480	593.0
KX947120.1	JAILWY010000009.1	2571899	2572480	510.0
KX947119.1	JAILWY010000009.1	2571899	2572401	580.0
KX947117.1	JAILWY010000009.1	2571899	2572480	664.0
KX947113.1	JAILWY010000009.1	2571899	2572377	479.0
KX947112.1	JAILWY010000009.1	2571899	2572482	632.0
KX947111.1	JAILWY010000009.1	2571899	2572481	614.0
KX947110.1	JAILWY010000009.1	2571899	2572482	632.0
KX947109.1	JAILWY010000009.1	2571899	2572480	606.0
KX947107.1	JAILWY010000009.1	2571899	2572350	486.0
KX947106.1	JAILWY010000009.1	2571899	2572482	660.0
KX947105.1	JAILWY010000009.1	2571899	2572482	664.0
KX947104.1	JAILWY010000009.1	2571899	2572482	556.0
KX947103.1	JAILWY010000009.1	2571899	2572480	627.0
KX947100.1	JAILWY010000009.1	2571899	2572480	601.0
KX947099.1	JAILWY010000009.1	2571899	2572287	436.0
KX947098.1	JAILWY010000009.1	2571899	2572275	412.0
KX947097.1	JAILWY010000009.1	2571899	2572445	555.0
KX947096.1	JAILWY010000009.1	2571899	2572476	601.0
KX947095.1	JAILWY010000009.1	2571899	2572453	579.0
KX947093.1	JAILWY010000009.1	2571899	2572472	625.0
KX947091.1	JAILWY010000009.1	2571899	2572273	385.0
KX947090.1	JAILWY010000009.1	2571899	2572398	477.0
KX947089.1	JAILWY010000009.1	2571899	2572482	643.0
KX947088.1	JAILWY010000009.1	2571899	2572476	555.0
KX947087.1	JAILWY010000009.1	2571899	2572197	363.0
KX947086.1	JAILWY010000009.1	2571899	2572446	586.0
KX947085.1	JAILWY010000009.1	2571899	2572482	649.0
KX947083.1	JAILWY010000009.1	2571899	2572305	470.0
KX947082.1	JAILWY010000009.1	2571899	2572481	586.0
KX947081.1	JAILWY010000009.1	2571902	2572336	403.0
KX947080.1	JAILWY010000009.1	2571899	2572482	610.0
KX947079.1	JAILWY010000009.1	2571899	2572481	586.0
KX947078.1	JAILWY010000009.1	2571899	2572446	556.0
KX947077.1	JAILWY010000009.1	2571899	2572402	608.0
KX947076.1	JAILWY010000009.1	2571899	2572480	627.0
KX947075.1	JAILWY010000009.1	2571899	2572399	560.0
KX947074.1	JAILWY010000009.1	2571899	2572470	577.0
KX947073.1	JAILWY010000009.1	2571899	2572471	586.0
KX947072.1	JAILWY010000009.1	2571899	2572134	270.0
KX947071.1	JAILWY010000009.1	2571899	2572480	592.0
KX947070.1	JAILWY010000009.1	2571899	2572197	350.0
KX947069.1	JAILWY010000009.1	2571899	2572489	621.0
KX947068.1	JAILWY010000009.1	2571899	2572377	556.0
KX947067.1	JAILWY010000009.1	2571899	2572480	701.0
KX947066.1	JAILWY010000009.1	2571899	2572489	595.0
KX947065.1	JAILWY010000009.1	2571899	2572479	636.0
KX947064.1	JAILWY010000009.1	2571899	2572482	658.0
KX947063.1	JAILWY010000009.1	2571899	2572286	412.0
KX947062.1	JAILWY010000009.1	2571899	2572156	296.0
KX947059.1	JAILWY010000009.1	2571899	2572341	459.0
KX947058.1	JAILWY010000009.1	2571899	2572479	614.0
KX947057.1	JAILWY010000009.1	2571899	2572471	507.0
KX947056.1	JAILWY010000009.1	2571899	2572434	523.0
KX947053.1	JAILWY010000009.1	2571899	2572482	636.0
KX947052.1	JAILWY010000009.1	2571899	2572481	630.0
KX947047.1	JAILWY010000009.1	2571899	2572482	658.0
KX947046.1	JAILWY010000009.1	2571899	2572259	387.0
KX947045.1	JAILWY010000009.1	2571899	2572401	568.0
KX947044.1	JAILWY010000009.1	2571899	2572480	604.0
KX947043.1	JAILWY010000009.1	2571899	2572197	350.0
KX947041.1	JAILWY010000009.1	2571899	2572453	582.0
KX947040.1	JAILWY010000009.1	2571899	2572482	627.0
KX947039.1	JAILWY010000009.1	2571899	2572480	619.0
KX947038.1	JAILWY010000009.1	2571899	2572482	669.0
KX947037.1	JAILWY010000009.1	2571899	2572479	527.0
KX947035.1	JAILWY010000009.1	2571899	2572479	590.0
KX947033.1	JAILWY010000009.1	2571899	2572480	669.0
KX947032.1	JAILWY010000009.1	2571899	2572471	608.0
KX947031.1	JAILWY010000009.1	2571899	2572477	595.0
KX947029.1	JAILWY010000009.1	2571899	2572180	339.0
KX947028.1	JAILWY010000009.1	2571899	2572158	291.0
KX947027.1	JAILWY010000009.1	2571899	2572482	619.0
KX947025.1	JAILWY010000009.1	2571899	2572316	472.0
KX947022.1	JAILWY010000009.1	2571899	2572471	529.0
KX947021.1	JAILWY010000009.1	2571899	2572401	582.0
KX947020.1	JAILWY010000009.1	2571899	2572337	440.0
KX947019.1	JAILWY010000009.1	2571899	2572288	446.0
KX947018.1	JAILWY010000009.1	2571899	2572471	577.0
KX947017.1	JAILWY010000009.1	2571899	2572482	643.0
KX947016.1	JAILWY010000009.1	2571899	2572446	569.0
KX947015.1	JAILWY010000009.1	2571899	2572480	518.0
KX947014.1	JAILWY010000009.1	2571899	2572476	603.0
KX947012.1	JAILWY010000009.1	2571899	2572489	586.0
KX947011.1	JAILWY010000009.1	2571899	2572479	621.0
MN251775.1	JAILWY010000009.1	2571989	2572660	588.0
MN251768.1	JAILWY010000009.1	2572069	2572647	571.0
MN251767.1	JAILWY010000009.1	2571986	2572660	593.0
MN401939.1	JAILWY010000009.1	2572000	2572716	582.0
MN401934.1	JAILWY010000009.1	2572000	2572716	577.0
MN401932.1	JAILWY010000009.1	2572000	2572716	582.0
MN401927.1	JAILWY010000009.1	2572000	2572716	582.0
MN401920.1	JAILWY010000009.1	2572030	2572716	549.0
MT392357.1	JAILWY010000009.1	2571980	2572689	769.0
MT392356.1	JAILWY010000009.1	2571979	2572689	782.0
MT392355.1	JAILWY010000009.1	2571979	2572689	776.0
MT392354.1	JAILWY010000009.1	2571980	2572689	725.0
MT392353.1	JAILWY010000009.1	2571979	2572689	682.0
MT392352.1	JAILWY010000009.1	2571979	2572689	693.0
MT392351.1	JAILWY010000009.1	2571980	2572689	680.0
MT392350.1	JAILWY010000009.1	2572078	2572689	688.0
MT392349.1	JAILWY010000009.1	2571979	2572689	665.0
MT392348.1	JAILWY010000009.1	2571979	2572689	771.0
MT392347.1	JAILWY010000009.1	2571979	2572689	610.0
MT392346.1	JAILWY010000009.1	2571979	2572689	599.0
MT392345.1	JAILWY010000009.1	2572223	2572483	233.0
MT392344.1	JAILWY010000009.1	2571980	2572686	691.0
MT392343.1	JAILWY010000009.1	2571980	2572689	614.0
MT392342.1	JAILWY010000009.1	2571979	2572689	604.0
MT392341.1	JAILWY010000009.1	2571980	2572686	558.0
MT392340.1	JAILWY010000009.1	2571979	2572689	616.0
MT392338.1	JAILWY010000009.1	2571979	2572689	621.0
MT392337.1	JAILWY010000009.1	2571979	2572689	627.0
MT392334.1	JAILWY010000009.1	2571979	2572689	616.0
MT392333.1	JAILWY010000009.1	2571979	2572689	610.0
MT392331.1	JAILWY010000009.1	2571979	2572689	604.0
MT392330.1	JAILWY010000009.1	2571979	2572689	616.0
MT392329.1	JAILWY010000009.1	2571979	2572689	621.0
MT392328.1	JAILWY010000009.1	2571979	2572689	627.0
MT392327.1	JAILWY010000009.1	2571979	2572689	621.0
MT392323.1	JAILWY010000009.1	2571979	2572689	588.0
MT392322.1	JAILWY010000009.1	2571979	2572689	588.0
MT392321.1	JAILWY010000009.1	2571979	2572689	616.0
MT392320.1	JAILWY010000009.1	2571979	2572596	510.0
MT392319.1	JAILWY010000009.1	2571979	2572689	610.0
MT392318.1	JAILWY010000009.1	2571979	2572689	616.0
MT392317.1	JAILWY010000009.1	2571979	2572689	599.0
MT392316.1	JAILWY010000009.1	2571979	2572689	604.0
MT392315.1	JAILWY010000009.1	2571979	2572689	610.0
MT392314.1	JAILWY010000009.1	2571979	2572689	610.0
MT392313.1	JAILWY010000009.1	2571979	2572689	610.0
MT392312.1	JAILWY010000009.1	2571979	2572689	604.0
MT392311.1	JAILWY010000009.1	2571979	2572689	715.0
MT392310.1	JAILWY010000009.1	2571979	2572689	837.0
MT392309.1	JAILWY010000009.1	2571979	2572689	826.0
MT392308.1	JAILWY010000009.1	2571979	2572689	815.0
MT392307.1	JAILWY010000009.1	2571979	2572686	660.0
MT392306.1	JAILWY010000009.1	2571980	2572689	619.0
MT392299.1	JAILWY010000009.1	2571979	2572689	621.0
MT392298.1	JAILWY010000009.1	2571979	2572689	632.0
MT392295.1	JAILWY010000009.1	2571979	2572686	665.0
MT392294.1	JAILWY010000009.1	2571980	2572689	680.0
MT392293.1	JAILWY010000009.1	2571980	2572689	702.0
MT392292.1	JAILWY010000009.1	2571980	2572689	697.0
MN367921.1	JAILWY010000009.1	2571974	2572716	398.0
MN194111.1	JAILWY010000009.1	2571988	2572710	621.0
MN194110.1	JAILWY010000009.1	2571988	2572728	704.0
MN194108.1	JAILWY010000009.1	2572091	2572692	580.0
MN194107.1	JAILWY010000009.1	2572147	2572683	416.0
MN194106.1	JAILWY010000009.1	2572054	2572697	658.0
KJ523358.1	JAILWY010000006.1	11448432	11448479	73.1
KJ523358.1	JAILWY010000009.1	2308028	2308070	69.4
KJ523358.1	JAILWY010000003.1	13973439	13973478	69.4
KJ523358.1	JAILWY010000016.1	10236029	10236067	67.6
KJ523358.1	JAILWY010000011.1	1545020	1545058	67.6
KJ523358.1	JAILWY010000010.1	14108213	14108256	67.6
KJ523358.1	JAILWY010000010.1	6887055	6887098	65.8
KJ523358.1	JAILWY010000010.1	4843434	4843461	52.8
KJ523358.1	JAILWY010000022.1	487348	487382	65.8
KJ523358.1	JAILWY010000019.1	7828419	7828453	65.8
KJ523358.1	JAILWY010000019.1	1897302	1897338	63.9
KJ523358.1	JAILWY010000015.1	8456370	8456404	65.8
KJ523358.1	JAILWY010000012.1	1035103	1035153	65.8
KJ523358.1	JAILWY010000014.1	1773490	1773525	62.1
KJ523358.1	JAILWY010000007.1	10538848	10538886	62.1
KJ523358.1	JAILWY010000028.1	3037546	3037573	52.8
MN418115.1	JAILWY010000009.1	2572001	2572650	747.0
MN418114.1	JAILWY010000009.1	2571997	2572682	773.0
MN418112.1	JAILWY010000009.1	2571997	2572689	684.0
MN418105.1	JAILWY010000009.1	2571997	2572689	604.0
MN418103.1	JAILWY010000009.1	2571997	2572689	627.0
MN418102.1	JAILWY010000009.1	2571997	2572668	610.0
MN418099.1	JAILWY010000009.1	2571997	2572689	601.0
MN418098.1	JAILWY010000009.1	2571998	2572689	516.0
MN418093.1	JAILWY010000009.1	2572020	2572689	529.0
MN418092.1	JAILWY010000009.1	2571998	2572686	619.0
MN418091.1	JAILWY010000009.1	2571998	2572686	614.0
MN418090.1	JAILWY010000009.1	2571998	2572689	571.0
MN418089.1	JAILWY010000009.1	2571998	2572689	536.0
MN418087.1	JAILWY010000009.1	2571998	2572689	580.0
MN418085.1	JAILWY010000009.1	2571998	2572686	564.0
MN418084.1	JAILWY010000009.1	2571997	2572689	632.0
MN418083.1	JAILWY010000009.1	2571998	2572689	614.0
MN418082.1	JAILWY010000009.1	2571998	2572689	630.0
MN418081.1	JAILWY010000009.1	2571998	2572689	636.0
MN418080.1	JAILWY010000009.1	2571997	2572689	621.0
MK628922.1	JAILWY010000009.1	2572208	2572389	226.0
MK559476.1	JAILWY010000009.1	2571871	2572749	809.0
MK559475.1	JAILWY010000009.1	2571861	2572749	811.0
MK607402.1	JAILWY010000009.1	2571899	2572476	569.0
MK607399.1	JAILWY010000009.1	2571899	2572476	571.0
MK607398.1	JAILWY010000009.1	2571899	2572476	571.0
MK607397.1	JAILWY010000009.1	2571899	2572476	575.0
MK607396.1	JAILWY010000009.1	2572292	2572491	171.0
MK607395.1	JAILWY010000009.1	2572292	2572491	171.0
MK607394.1	JAILWY010000009.1	2572292	2572491	171.0
MK607393.1	JAILWY010000009.1	2572292	2572491	171.0
MK607392.1	JAILWY010000009.1	2572292	2572491	171.0
MK607391.1	JAILWY010000009.1	2571899	2572401	547.0
MK607390.1	JAILWY010000009.1	2571899	2572401	553.0
MK607388.1	JAILWY010000009.1	2571899	2572401	544.0
MK607387.1	JAILWY010000009.1	2571899	2572401	547.0
MK607386.1	JAILWY010000009.1	2571899	2572401	538.0
MK607385.1	JAILWY010000009.1	2571899	2572401	547.0
MK607384.1	JAILWY010000009.1	2571899	2572401	553.0
MK607383.1	JAILWY010000009.1	2571899	2572401	553.0
MK607382.1	JAILWY010000009.1	2571899	2572401	547.0
MK607381.1	JAILWY010000009.1	2571899	2572401	547.0
MK607379.1	JAILWY010000009.1	2571899	2572401	551.0
MK607378.1	JAILWY010000009.1	2571899	2572476	560.0
MK607377.1	JAILWY010000009.1	2571899	2572401	555.0
MK607376.1	JAILWY010000009.1	2571899	2572476	564.0
MK607373.1	JAILWY010000009.1	2571899	2572464	558.0
MK607370.1	JAILWY010000009.1	2571899	2572401	544.0
MK607369.1	JAILWY010000009.1	2571899	2572401	547.0
MK607368.1	JAILWY010000009.1	2571899	2572401	547.0
MK607367.1	JAILWY010000009.1	2571899	2572401	558.0
MK607366.1	JAILWY010000009.1	2571899	2572401	558.0
MK607365.1	JAILWY010000009.1	2571899	2572401	547.0
MK607364.1	JAILWY010000009.1	2571899	2572401	547.0
MK607363.1	JAILWY010000009.1	2571899	2572401	544.0
MK607362.1	JAILWY010000009.1	2571899	2572401	547.0
MH493787.1	JAILWY010000009.1	2572093	2572503	285.0
MH493782.1	JAILWY010000009.1	2572099	2572503	361.0
MH493781.1	JAILWY010000009.1	2572093	2572503	322.0
NM_001312616.1	JAILWY010000009.1	2571871	2572758	948.0
NM_001311530.1	JAILWY010000009.1	2571871	2572758	992.0
MK738576.1	JAILWY010000009.1	2572279	2572644	411.0
MK738575.1	JAILWY010000009.1	2572276	2572644	418.0
MK738574.1	JAILWY010000009.1	2572279	2572644	418.0
MK738572.1	JAILWY010000009.1	2572276	2572629	385.0
MK738570.1	JAILWY010000009.1	2572279	2572599	399.0
MK738569.1	JAILWY010000009.1	2572279	2572644	414.0
MK738568.1	JAILWY010000009.1	2572276	2572644	407.0
MK738567.1	JAILWY010000009.1	2572276	2572648	387.0
MK738565.1	JAILWY010000009.1	2572279	2572656	444.0
MK738564.1	JAILWY010000009.1	2572279	2572602	339.0
MK738563.1	JAILWY010000009.1	2572279	2572644	394.0
MK738560.1	JAILWY010000009.1	2572276	2572644	449.0
MK738559.1	JAILWY010000009.1	2572276	2572644	339.0
MK738558.1	JAILWY010000009.1	2572279	2572647	366.0
MK738557.1	JAILWY010000009.1	2572279	2572608	289.0
MK738556.1	JAILWY010000009.1	2572279	2572647	322.0
MK738554.1	JAILWY010000009.1	2572279	2572644	455.0
MK738551.1	JAILWY010000009.1	2572276	2572649	368.0
MK738550.1	JAILWY010000009.1	2572276	2572644	339.0
MK738549.1	JAILWY010000009.1	2572276	2572644	344.0
MK738546.1	JAILWY010000009.1	2572276	2572645	401.0
MK738545.1	JAILWY010000009.1	2572279	2572648	351.0
MK738542.1	JAILWY010000009.1	2572276	2572644	449.0
MK738541.1	JAILWY010000009.1	2572279	2572644	333.0
MK738540.1	JAILWY010000009.1	2572276	2572644	444.0
MK738538.1	JAILWY010000009.1	2572276	2572644	366.0
MK738537.1	JAILWY010000009.1	2572279	2572644	433.0
MK738534.1	JAILWY010000009.1	2572279	2572660	311.0
MK738533.1	JAILWY010000009.1	2572276	2572649	392.0
MK738532.1	JAILWY010000009.1	2572276	2572644	398.0
MK738531.1	JAILWY010000009.1	2572279	2572646	303.0
MK738530.1	JAILWY010000009.1	2572276	2572644	418.0
MK738525.1	JAILWY010000009.1	2572276	2572644	370.0
MK738524.1	JAILWY010000009.1	2572279	2572649	394.0
MK738523.1	JAILWY010000009.1	2572276	2572663	440.0
MK738522.1	JAILWY010000009.1	2572276	2572641	396.0
MK738521.1	JAILWY010000009.1	2572276	2572648	418.0
MK738520.1	JAILWY010000009.1	2572276	2572661	387.0
MK738519.1	JAILWY010000009.1	2572276	2572656	418.0
MK738517.1	JAILWY010000009.1	2572279	2572644	449.0
MK738516.1	JAILWY010000009.1	2572279	2572644	412.0
MK738514.1	JAILWY010000009.1	2572279	2572661	387.0
MK738513.1	JAILWY010000009.1	2572276	2572644	427.0
MK738512.1	JAILWY010000009.1	2572279	2572644	390.0
MK738509.1	JAILWY010000009.1	2572279	2572644	411.0
MK738505.1	JAILWY010000009.1	2572276	2572648	433.0
MK738504.1	JAILWY010000009.1	2572276	2572648	446.0
MK738501.1	JAILWY010000009.1	2572279	2572566	359.0
MK738500.1	JAILWY010000009.1	2572279	2572628	392.0
MK738498.1	JAILWY010000009.1	2572276	2572628	459.0
MK738497.1	JAILWY010000009.1	2572276	2572644	405.0
MK738496.1	JAILWY010000009.1	2572276	2572636	435.0
MK738495.1	JAILWY010000009.1	2572276	2572663	418.0
MK738493.1	JAILWY010000009.1	2572279	2572638	372.0
MK738491.1	JAILWY010000009.1	2572276	2572644	429.0
MK738490.1	JAILWY010000009.1	2572279	2572644	416.0
MK738488.1	JAILWY010000009.1	2572276	2572663	412.0
MK738484.1	JAILWY010000009.1	2572279	2572659	435.0
MK738474.1	JAILWY010000009.1	2572279	2572638	388.0
MK738473.1	JAILWY010000009.1	2572292	2572633	337.0
MK738472.1	JAILWY010000009.1	2572276	2572644	416.0
MK738471.1	JAILWY010000009.1	2572276	2572608	370.0
MK738470.1	JAILWY010000009.1	2572276	2572628	416.0
MK738468.1	JAILWY010000009.1	2572276	2572656	429.0
MK738467.1	JAILWY010000009.1	2572279	2572644	433.0
MK738463.1	JAILWY010000009.1	2572279	2572660	390.0
MK738460.1	JAILWY010000009.1	2572276	2572644	414.0
MK738456.1	JAILWY010000009.1	2572276	2572663	414.0
MK738455.1	JAILWY010000009.1	2572279	2572663	462.0
MK738447.1	JAILWY010000009.1	2572279	2572644	420.0
MK738446.1	JAILWY010000009.1	2572276	2572663	420.0
MK738445.1	JAILWY010000009.1	2572276	2572644	462.0
MK738444.1	JAILWY010000009.1	2572276	2572644	427.0
MK738442.1	JAILWY010000009.1	2572276	2572659	451.0
MK738441.1	JAILWY010000009.1	2572279	2572663	392.0
MK738439.1	JAILWY010000009.1	2572279	2572644	431.0
MK738437.1	JAILWY010000009.1	2572276	2572644	363.0
MK738427.1	JAILWY010000009.1	2572276	2572663	374.0
MK738425.1	JAILWY010000009.1	2572276	2572644	407.0
MK738424.1	JAILWY010000009.1	2572279	2572644	438.0
MK738423.1	JAILWY010000009.1	2572276	2572660	390.0
MK738421.1	JAILWY010000009.1	2572276	2572663	370.0
MK738419.1	JAILWY010000009.1	2572279	2572663	429.0
MK738416.1	JAILWY010000009.1	2572276	2572644	396.0
