,Chromosome,Source,Feature,Start,End,Score,Strand,Frame,Attribute
33443,JAILWY010000004.1,AUGUSTUS,gene,12008982,12009233,0.8,-,.,JAILWY010000004.1.g2860
33448,JAILWY010000004.1,AUGUSTUS,gene,12029163,12029387,0.58,+,.,JAILWY010000004.1.g2861
33453,JAILWY010000004.1,AUGUSTUS,gene,12030880,12031916,0.63,+,.,JAILWY010000004.1.g2862
33460,JAILWY010000004.1,AUGUSTUS,gene,12068687,12071646,0.45,+,.,JAILWY010000004.1.g2863
33469,JAILWY010000004.1,AUGUSTUS,gene,12083324,12087625,0.5,-,.,JAILWY010000004.1.g2864
33484,JAILWY010000004.1,AUGUSTUS,gene,12091696,12099558,0.68,-,.,JAILWY010000004.1.g2865
33497,JAILWY010000004.1,AUGUSTUS,gene,12103895,12106807,0.32,-,.,JAILWY010000004.1.g2866
33504,JAILWY010000004.1,AUGUSTUS,gene,12107521,12108301,0.34,+,.,JAILWY010000004.1.g2867
33511,JAILWY010000004.1,AUGUSTUS,gene,12114067,12118433,0.98,-,.,JAILWY010000004.1.g2868
33524,JAILWY010000004.1,AUGUSTUS,gene,12122200,12122421,0.52,+,.,JAILWY010000004.1.g2869
33529,JAILWY010000004.1,AUGUSTUS,gene,12122808,12127265,0.64,-,.,JAILWY010000004.1.g2870
33542,JAILWY010000004.1,AUGUSTUS,gene,12135914,12139056,0.2,+,.,JAILWY010000004.1.g2871
33557,JAILWY010000004.1,AUGUSTUS,gene,12141576,12144096,0.67,-,.,JAILWY010000004.1.g2872
33572,JAILWY010000004.1,AUGUSTUS,gene,12146294,12148745,0.74,+,.,JAILWY010000004.1.g2873
33583,JAILWY010000004.1,AUGUSTUS,gene,12149630,12151360,0.54,-,.,JAILWY010000004.1.g2874
33596,JAILWY010000004.1,AUGUSTUS,gene,12181423,12181764,0.53,+,.,JAILWY010000004.1.g2875
33601,JAILWY010000004.1,AUGUSTUS,gene,12210764,12222141,0.74,+,.,JAILWY010000004.1.g2876
33612,JAILWY010000004.1,AUGUSTUS,gene,12226952,12229532,0.93,+,.,JAILWY010000004.1.g2877
33619,JAILWY010000004.1,AUGUSTUS,gene,12239731,12243681,0.79,+,.,JAILWY010000004.1.g2878
33634,JAILWY010000004.1,AUGUSTUS,gene,12247938,12251042,0.66,-,.,JAILWY010000004.1.g2879
33649,JAILWY010000004.1,AUGUSTUS,gene,12254755,12255252,0.6,-,.,JAILWY010000004.1.g2880
33654,JAILWY010000004.1,AUGUSTUS,gene,12263989,12268960,0.81,-,.,JAILWY010000004.1.g2881
33675,JAILWY010000004.1,AUGUSTUS,gene,12290202,12293089,0.65,+,.,JAILWY010000004.1.g2882
33684,JAILWY010000004.1,AUGUSTUS,gene,12296528,12305584,0.59,-,.,JAILWY010000004.1.g2883
33705,JAILWY010000004.1,AUGUSTUS,gene,12306944,12316175,0.38,+,.,JAILWY010000004.1.g2884
33750,JAILWY010000004.1,AUGUSTUS,gene,12317638,12324849,0.35,+,.,JAILWY010000004.1.g2885
33777,JAILWY010000004.1,AUGUSTUS,gene,12338245,12344561,0.57,+,.,JAILWY010000004.1.g2886
33792,JAILWY010000004.1,AUGUSTUS,gene,12348127,12353210,0.13,-,.,JAILWY010000004.1.g2887
33807,JAILWY010000004.1,AUGUSTUS,gene,12353994,12355858,0.25,+,.,JAILWY010000004.1.g2888
33818,JAILWY010000004.1,AUGUSTUS,gene,12358558,12365235,0.92,-,.,JAILWY010000004.1.g2889
33841,JAILWY010000004.1,AUGUSTUS,gene,12368424,12370178,0.52,+,.,JAILWY010000004.1.g2890
33848,JAILWY010000004.1,AUGUSTUS,gene,12372083,12375685,0.69,-,.,JAILWY010000004.1.g2891
33859,JAILWY010000004.1,AUGUSTUS,gene,12378348,12379103,0.98,-,.,JAILWY010000004.1.g2892
33864,JAILWY010000004.1,AUGUSTUS,gene,12390392,12394170,0.11,+,.,JAILWY010000004.1.g2893
33873,JAILWY010000004.1,AUGUSTUS,gene,12435348,12435629,1,+,.,JAILWY010000004.1.g2894
33878,JAILWY010000004.1,AUGUSTUS,gene,12449489,12449896,0.97,-,.,JAILWY010000004.1.g2895
33883,JAILWY010000004.1,AUGUSTUS,gene,12457358,12457627,0.98,-,.,JAILWY010000004.1.g2896
33888,JAILWY010000004.1,AUGUSTUS,gene,12496883,12511869,0.16,+,.,JAILWY010000004.1.g2897
33925,JAILWY010000004.1,AUGUSTUS,gene,12518692,12520516,0.85,+,.,JAILWY010000004.1.g2898
33932,JAILWY010000004.1,AUGUSTUS,gene,12520889,12526571,0.33,-,.,JAILWY010000004.1.g2899
33939,JAILWY010000004.1,AUGUSTUS,gene,12527554,12528122,0.59,-,.,JAILWY010000004.1.g2900
33946,JAILWY010000004.1,AUGUSTUS,gene,12528209,12528532,0.56,+,.,JAILWY010000004.1.g2901
33951,JAILWY010000004.1,AUGUSTUS,gene,12552168,12554216,0.24,-,.,JAILWY010000004.1.g2902
33960,JAILWY010000004.1,AUGUSTUS,gene,12556570,12556953,0.99,-,.,JAILWY010000004.1.g2903
33965,JAILWY010000004.1,AUGUSTUS,gene,12557203,12557508,0.86,-,.,JAILWY010000004.1.g2904
33970,JAILWY010000004.1,AUGUSTUS,gene,12557564,12563197,0.81,+,.,JAILWY010000004.1.g2905
33989,JAILWY010000004.1,AUGUSTUS,gene,12570977,12577416,0.12,-,.,JAILWY010000004.1.g2906
34002,JAILWY010000004.1,AUGUSTUS,gene,12601341,12602426,1,-,.,JAILWY010000004.1.g2907
34007,JAILWY010000004.1,AUGUSTUS,gene,12604973,12605248,0.99,-,.,JAILWY010000004.1.g2908
34012,JAILWY010000004.1,AUGUSTUS,gene,12606651,12624132,0.07,+,.,JAILWY010000004.1.g2909
34055,JAILWY010000004.1,AUGUSTUS,gene,12628376,12629369,0.59,+,.,JAILWY010000004.1.g2910
34062,JAILWY010000004.1,AUGUSTUS,gene,12632154,12645089,0.05,+,.,JAILWY010000004.1.g2911
34091,JAILWY010000004.1,AUGUSTUS,gene,12649207,12657277,0.1,-,.,JAILWY010000004.1.g2912
34122,JAILWY010000004.1,AUGUSTUS,gene,12657924,12664239,0.28,+,.,JAILWY010000004.1.g2913
34143,JAILWY010000004.1,AUGUSTUS,gene,12666682,12666933,0.89,+,.,JAILWY010000004.1.g2914
34148,JAILWY010000004.1,AUGUSTUS,gene,12669246,12669536,0.74,-,.,JAILWY010000004.1.g2915
34153,JAILWY010000004.1,AUGUSTUS,gene,12671434,12685694,0.03,-,.,JAILWY010000004.1.g2916
34196,JAILWY010000004.1,AUGUSTUS,gene,12704355,12707182,0.41,-,.,JAILWY010000004.1.g2917
34203,JAILWY010000004.1,AUGUSTUS,gene,12707772,12710668,0.7,+,.,JAILWY010000004.1.g2918
34210,JAILWY010000004.1,AUGUSTUS,gene,12749503,12751001,0.2,-,.,JAILWY010000004.1.g2919
34219,JAILWY010000004.1,AUGUSTUS,gene,12770953,12771363,0.94,-,.,JAILWY010000004.1.g2920
34224,JAILWY010000004.1,AUGUSTUS,gene,12783431,12783955,0.99,+,.,JAILWY010000004.1.g2921
34229,JAILWY010000004.1,AUGUSTUS,gene,12787007,12787456,0.96,+,.,JAILWY010000004.1.g2922
34234,JAILWY010000004.1,AUGUSTUS,gene,12788888,12789202,0.62,+,.,JAILWY010000004.1.g2923
34239,JAILWY010000004.1,AUGUSTUS,gene,12795695,12797059,0.8,-,.,JAILWY010000004.1.g2924
34246,JAILWY010000004.1,AUGUSTUS,gene,12798606,12798965,0.51,+,.,JAILWY010000004.1.g2925
34251,JAILWY010000004.1,AUGUSTUS,gene,12815826,12816440,0.98,-,.,JAILWY010000004.1.g2926
34256,JAILWY010000005.1,AUGUSTUS,gene,20234,21915,0.78,+,.,JAILWY010000005.1.g2927
34263,JAILWY010000005.1,AUGUSTUS,gene,37838,39513,0.64,-,.,JAILWY010000005.1.g2928
34276,JAILWY010000005.1,AUGUSTUS,gene,40257,42855,0.11,-,.,JAILWY010000005.1.g2929
34287,JAILWY010000005.1,AUGUSTUS,gene,46043,49502,0.41,-,.,JAILWY010000005.1.g2930
34302,JAILWY010000005.1,AUGUSTUS,gene,49813,51294,0.61,+,.,JAILWY010000005.1.g2931
34309,JAILWY010000005.1,AUGUSTUS,gene,53947,56642,0.97,+,.,JAILWY010000005.1.g2932
34316,JAILWY010000005.1,AUGUSTUS,gene,58086,59177,0.43,-,.,JAILWY010000005.1.g2933
34323,JAILWY010000005.1,AUGUSTUS,gene,62875,63129,0.66,-,.,JAILWY010000005.1.g2934
34328,JAILWY010000005.1,AUGUSTUS,gene,63762,64046,0.98,-,.,JAILWY010000005.1.g2935
34333,JAILWY010000005.1,AUGUSTUS,gene,64568,64927,0.58,-,.,JAILWY010000005.1.g2936
34340,JAILWY010000005.1,AUGUSTUS,gene,66001,66228,0.77,+,.,JAILWY010000005.1.g2937
34345,JAILWY010000005.1,AUGUSTUS,gene,71037,71597,1,+,.,JAILWY010000005.1.g2938
34350,JAILWY010000005.1,AUGUSTUS,gene,71959,72306,1,-,.,JAILWY010000005.1.g2939
34355,JAILWY010000005.1,AUGUSTUS,gene,78476,81950,0.19,-,.,JAILWY010000005.1.g2940
34364,JAILWY010000005.1,AUGUSTUS,gene,82100,83015,0.58,-,.,JAILWY010000005.1.g2941
34371,JAILWY010000005.1,AUGUSTUS,gene,83497,85245,1,-,.,JAILWY010000005.1.g2942
34376,JAILWY010000005.1,AUGUSTUS,gene,85538,94904,0.45,-,.,JAILWY010000005.1.g2943
34385,JAILWY010000005.1,AUGUSTUS,gene,96753,97055,0.93,+,.,JAILWY010000005.1.g2944
34390,JAILWY010000005.1,AUGUSTUS,gene,100567,103951,0.86,+,.,JAILWY010000005.1.g2945
34397,JAILWY010000005.1,AUGUSTUS,gene,104879,105265,0.93,+,.,JAILWY010000005.1.g2946
34402,JAILWY010000005.1,AUGUSTUS,gene,111314,111670,1,+,.,JAILWY010000005.1.g2947
34407,JAILWY010000005.1,AUGUSTUS,gene,138391,140165,0.99,-,.,JAILWY010000005.1.g2948
34416,JAILWY010000005.1,AUGUSTUS,gene,141514,147744,0.25,-,.,JAILWY010000005.1.g2949
34431,JAILWY010000005.1,AUGUSTUS,gene,151664,152134,0.76,+,.,JAILWY010000005.1.g2950
34436,JAILWY010000005.1,AUGUSTUS,gene,154735,158694,0.1,+,.,JAILWY010000005.1.g2951
34453,JAILWY010000005.1,AUGUSTUS,gene,167881,170693,0.86,-,.,JAILWY010000005.1.g2952
34462,JAILWY010000005.1,AUGUSTUS,gene,170750,170977,0.59,+,.,JAILWY010000005.1.g2953
34467,JAILWY010000005.1,AUGUSTUS,gene,171101,171397,0.95,-,.,JAILWY010000005.1.g2954
34472,JAILWY010000005.1,AUGUSTUS,gene,173844,174350,0.71,-,.,JAILWY010000005.1.g2955
34477,JAILWY010000005.1,AUGUSTUS,gene,176278,182009,0.69,+,.,JAILWY010000005.1.g2956
34488,JAILWY010000005.1,AUGUSTUS,gene,185656,186459,0.99,-,.,JAILWY010000005.1.g2957
34493,JAILWY010000005.1,AUGUSTUS,gene,188795,194203,0.85,+,.,JAILWY010000005.1.g2958
34516,JAILWY010000005.1,AUGUSTUS,gene,198773,201392,0.97,+,.,JAILWY010000005.1.g2959
34527,JAILWY010000005.1,AUGUSTUS,gene,203181,203504,0.98,-,.,JAILWY010000005.1.g2960
34534,JAILWY010000005.1,AUGUSTUS,gene,209097,210122,1,-,.,JAILWY010000005.1.g2961
34539,JAILWY010000005.1,AUGUSTUS,gene,210783,213259,0.36,+,.,JAILWY010000005.1.g2962
34548,JAILWY010000005.1,AUGUSTUS,gene,214507,215155,1,-,.,JAILWY010000005.1.g2963
34555,JAILWY010000005.1,AUGUSTUS,gene,216293,219083,0.54,+,.,JAILWY010000005.1.g2964
34566,JAILWY010000005.1,AUGUSTUS,gene,219652,219885,0.93,-,.,JAILWY010000005.1.g2965
34571,JAILWY010000005.1,AUGUSTUS,gene,219902,220772,0.28,-,.,JAILWY010000005.1.g2966
34578,JAILWY010000005.1,AUGUSTUS,gene,222835,226024,0.45,+,.,JAILWY010000005.1.g2967
34595,JAILWY010000005.1,AUGUSTUS,gene,226265,227957,0.31,-,.,JAILWY010000005.1.g2968
34604,JAILWY010000005.1,AUGUSTUS,gene,229066,229461,0.69,-,.,JAILWY010000005.1.g2969
34611,JAILWY010000005.1,AUGUSTUS,gene,232840,234542,0.85,-,.,JAILWY010000005.1.g2970
34622,JAILWY010000005.1,AUGUSTUS,gene,235161,242953,0.84,+,.,JAILWY010000005.1.g2971
34645,JAILWY010000005.1,AUGUSTUS,gene,245318,248092,0.37,+,.,JAILWY010000005.1.g2972
34654,JAILWY010000005.1,AUGUSTUS,gene,249373,249879,0.71,-,.,JAILWY010000005.1.g2973
34659,JAILWY010000005.1,AUGUSTUS,gene,260734,263356,0.85,+,.,JAILWY010000005.1.g2974
34668,JAILWY010000005.1,AUGUSTUS,gene,263884,264525,0.92,-,.,JAILWY010000005.1.g2975
34673,JAILWY010000005.1,AUGUSTUS,gene,269313,273983,0.36,-,.,JAILWY010000005.1.g2976
34680,JAILWY010000005.1,AUGUSTUS,gene,289500,289766,0.66,+,.,JAILWY010000005.1.g2977
34685,JAILWY010000005.1,AUGUSTUS,gene,289773,292794,0.26,-,.,JAILWY010000005.1.g2978
34700,JAILWY010000005.1,AUGUSTUS,gene,294152,295653,0.28,-,.,JAILWY010000005.1.g2979
34709,JAILWY010000005.1,AUGUSTUS,gene,301024,301245,0.74,-,.,JAILWY010000005.1.g2980
34714,JAILWY010000005.1,AUGUSTUS,gene,307165,307665,0.59,-,.,JAILWY010000005.1.g2981
34719,JAILWY010000005.1,AUGUSTUS,gene,310414,324272,0.29,+,.,JAILWY010000005.1.g2982
34730,JAILWY010000005.1,AUGUSTUS,gene,328019,328579,0.99,+,.,JAILWY010000005.1.g2983
34735,JAILWY010000005.1,AUGUSTUS,gene,329016,335853,0.2,-,.,JAILWY010000005.1.g2984
34748,JAILWY010000005.1,AUGUSTUS,gene,336906,338550,0.55,+,.,JAILWY010000005.1.g2985
34755,JAILWY010000005.1,AUGUSTUS,gene,343587,344027,0.52,-,.,JAILWY010000005.1.g2986
34760,JAILWY010000005.1,AUGUSTUS,gene,346040,346393,0.82,-,.,JAILWY010000005.1.g2987
34765,JAILWY010000005.1,AUGUSTUS,gene,347717,350226,0.9,+,.,JAILWY010000005.1.g2988
34774,JAILWY010000005.1,AUGUSTUS,gene,357739,358194,0.97,+,.,JAILWY010000005.1.g2989
34779,JAILWY010000005.1,AUGUSTUS,gene,366517,371669,0.51,+,.,JAILWY010000005.1.g2990
34792,JAILWY010000005.1,AUGUSTUS,gene,375654,376757,0.66,+,.,JAILWY010000005.1.g2991
34797,JAILWY010000005.1,AUGUSTUS,gene,392382,403553,0.83,+,.,JAILWY010000005.1.g2992
34824,JAILWY010000005.1,AUGUSTUS,gene,412157,416625,0.99,-,.,JAILWY010000005.1.g2993
34837,JAILWY010000005.1,AUGUSTUS,gene,417957,427389,0.6,+,.,JAILWY010000005.1.g2994
34862,JAILWY010000005.1,AUGUSTUS,gene,459094,459297,0.5,-,.,JAILWY010000005.1.g2995
34867,JAILWY010000005.1,AUGUSTUS,gene,486140,488605,0.25,+,.,JAILWY010000005.1.g2996
34874,JAILWY010000005.1,AUGUSTUS,gene,636658,636876,0.64,-,.,JAILWY010000005.1.g2997
34879,JAILWY010000005.1,AUGUSTUS,gene,708695,712438,1,-,.,JAILWY010000005.1.g2998
34884,JAILWY010000005.1,AUGUSTUS,gene,776409,777780,0.69,-,.,JAILWY010000005.1.g2999
34891,JAILWY010000005.1,AUGUSTUS,gene,915126,919019,0.81,-,.,JAILWY010000005.1.g3000
34900,JAILWY010000005.1,AUGUSTUS,gene,936883,951616,0.25,+,.,JAILWY010000005.1.g3001
34915,JAILWY010000005.1,AUGUSTUS,gene,1465571,1465831,0.87,-,.,JAILWY010000005.1.g3002
34920,JAILWY010000005.1,AUGUSTUS,gene,1505441,1511412,0.41,+,.,JAILWY010000005.1.g3003
34927,JAILWY010000005.1,AUGUSTUS,gene,1520976,1524842,0.9,-,.,JAILWY010000005.1.g3004
34932,JAILWY010000005.1,AUGUSTUS,gene,1571097,1572998,0.76,+,.,JAILWY010000005.1.g3005
34939,JAILWY010000005.1,AUGUSTUS,gene,1631427,1632000,0.61,+,.,JAILWY010000005.1.g3006
34946,JAILWY010000005.1,AUGUSTUS,gene,1851251,1854650,0.31,+,.,JAILWY010000005.1.g3007
34957,JAILWY010000005.1,AUGUSTUS,gene,1980674,1984558,0.98,+,.,JAILWY010000005.1.g3008
34962,JAILWY010000005.1,AUGUSTUS,gene,1988023,1992960,0.9,-,.,JAILWY010000005.1.g3009
34971,JAILWY010000005.1,AUGUSTUS,gene,1992994,1994478,0.99,-,.,JAILWY010000005.1.g3010
34976,JAILWY010000005.1,AUGUSTUS,gene,2192692,2196681,0.74,+,.,JAILWY010000005.1.g3011
34981,JAILWY010000005.1,AUGUSTUS,gene,2306800,2307057,0.6,-,.,JAILWY010000005.1.g3012
34986,JAILWY010000005.1,AUGUSTUS,gene,2426503,2426817,1,-,.,JAILWY010000005.1.g3013
34991,JAILWY010000005.1,AUGUSTUS,gene,2474237,2474482,0.8,-,.,JAILWY010000005.1.g3014
34996,JAILWY010000005.1,AUGUSTUS,gene,2486284,2486559,0.7,-,.,JAILWY010000005.1.g3015
35001,JAILWY010000005.1,AUGUSTUS,gene,2561634,2565632,0.98,-,.,JAILWY010000005.1.g3016
35006,JAILWY010000005.1,AUGUSTUS,gene,2615508,2615762,0.92,-,.,JAILWY010000005.1.g3017
35011,JAILWY010000005.1,AUGUSTUS,gene,2665612,2667535,0.48,+,.,JAILWY010000005.1.g3018
35020,JAILWY010000005.1,AUGUSTUS,gene,3079815,3081059,0.91,+,.,JAILWY010000005.1.g3019
35029,JAILWY010000005.1,AUGUSTUS,gene,3159074,3159286,0.86,-,.,JAILWY010000005.1.g3020
35034,JAILWY010000005.1,AUGUSTUS,gene,3262352,3262579,0.65,+,.,JAILWY010000005.1.g3021
35039,JAILWY010000005.1,AUGUSTUS,gene,3477257,3478890,0.76,+,.,JAILWY010000005.1.g3022
35048,JAILWY010000005.1,AUGUSTUS,gene,3497016,3497246,0.6,-,.,JAILWY010000005.1.g3023
35053,JAILWY010000005.1,AUGUSTUS,gene,3725302,3725517,0.75,+,.,JAILWY010000005.1.g3024
35058,JAILWY010000005.1,AUGUSTUS,gene,3792880,3793122,0.75,+,.,JAILWY010000005.1.g3025
35063,JAILWY010000005.1,AUGUSTUS,gene,3810615,3818671,0.68,-,.,JAILWY010000005.1.g3026
35070,JAILWY010000005.1,AUGUSTUS,gene,3832155,3832409,0.98,-,.,JAILWY010000005.1.g3027
35075,JAILWY010000005.1,AUGUSTUS,gene,3904773,3905117,0.5,-,.,JAILWY010000005.1.g3028
35080,JAILWY010000005.1,AUGUSTUS,gene,3925064,3929663,0.49,+,.,JAILWY010000005.1.g3029
35087,JAILWY010000005.1,AUGUSTUS,gene,3933781,3937653,0.84,-,.,JAILWY010000005.1.g3030
35092,JAILWY010000005.1,AUGUSTUS,gene,3937966,3938262,0.54,+,.,JAILWY010000005.1.g3031
35097,JAILWY010000005.1,AUGUSTUS,gene,3942837,3944433,0.38,+,.,JAILWY010000005.1.g3032
35108,JAILWY010000005.1,AUGUSTUS,gene,3945998,3951519,0.7,-,.,JAILWY010000005.1.g3033
35137,JAILWY010000005.1,AUGUSTUS,gene,3953974,3966010,0.1,+,.,JAILWY010000005.1.g3034
35176,JAILWY010000005.1,AUGUSTUS,gene,3971266,3976329,0.27,-,.,JAILWY010000005.1.g3035
35187,JAILWY010000005.1,AUGUSTUS,gene,3989760,3991861,0.61,-,.,JAILWY010000005.1.g3036
35194,JAILWY010000005.1,AUGUSTUS,gene,4004541,4010586,0.2,+,.,JAILWY010000005.1.g3037
35217,JAILWY010000005.1,AUGUSTUS,gene,4049974,4053368,0.62,+,.,JAILWY010000005.1.g3038
35230,JAILWY010000005.1,AUGUSTUS,gene,4060439,4061450,0.88,-,.,JAILWY010000005.1.g3039
35237,JAILWY010000005.1,AUGUSTUS,gene,4068365,4069676,0.76,-,.,JAILWY010000005.1.g3040
35244,JAILWY010000005.1,AUGUSTUS,gene,4073529,4074780,0.98,-,.,JAILWY010000005.1.g3041
35251,JAILWY010000005.1,AUGUSTUS,gene,4107774,4128722,0.11,-,.,JAILWY010000005.1.g3042
35280,JAILWY010000005.1,AUGUSTUS,gene,4135883,4137112,0.82,-,.,JAILWY010000005.1.g3043
35285,JAILWY010000005.1,AUGUSTUS,gene,4178433,4182739,0.94,-,.,JAILWY010000005.1.g3044
35292,JAILWY010000005.1,AUGUSTUS,gene,4182894,4184330,0.89,-,.,JAILWY010000005.1.g3045
35297,JAILWY010000005.1,AUGUSTUS,gene,4224108,4228345,0.48,-,.,JAILWY010000005.1.g3046
35304,JAILWY010000005.1,AUGUSTUS,gene,4314267,4321227,0.31,+,.,JAILWY010000005.1.g3047
35315,JAILWY010000005.1,AUGUSTUS,gene,4327060,4330809,0.6,+,.,JAILWY010000005.1.g3048
35330,JAILWY010000005.1,AUGUSTUS,gene,4332445,4339642,0.47,+,.,JAILWY010000005.1.g3049
35353,JAILWY010000005.1,AUGUSTUS,gene,4342437,4345912,0.22,+,.,JAILWY010000005.1.g3050
35368,JAILWY010000005.1,AUGUSTUS,gene,4355926,4358812,0.78,+,.,JAILWY010000005.1.g3051
35379,JAILWY010000005.1,AUGUSTUS,gene,4369580,4372833,0.83,+,.,JAILWY010000005.1.g3052
35390,JAILWY010000005.1,AUGUSTUS,gene,4378432,4380968,0.79,+,.,JAILWY010000005.1.g3053
35401,JAILWY010000005.1,AUGUSTUS,gene,4388738,4392446,0.45,+,.,JAILWY010000005.1.g3054
35414,JAILWY010000005.1,AUGUSTUS,gene,4397021,4403951,0.29,+,.,JAILWY010000005.1.g3055
35431,JAILWY010000005.1,AUGUSTUS,gene,4408654,4409148,0.68,-,.,JAILWY010000005.1.g3056
35438,JAILWY010000005.1,AUGUSTUS,gene,4412455,4422534,0.59,+,.,JAILWY010000005.1.g3057
35453,JAILWY010000005.1,AUGUSTUS,gene,4439147,4439353,0.88,-,.,JAILWY010000005.1.g3058
35458,JAILWY010000005.1,AUGUSTUS,gene,4447513,4452602,0.39,+,.,JAILWY010000005.1.g3059
35471,JAILWY010000005.1,AUGUSTUS,gene,4455554,4461496,0.29,+,.,JAILWY010000005.1.g3060
35484,JAILWY010000005.1,AUGUSTUS,gene,4463281,4466637,0.46,+,.,JAILWY010000005.1.g3061
35507,JAILWY010000005.1,AUGUSTUS,gene,4470107,4478729,0.65,-,.,JAILWY010000005.1.g3062
35534,JAILWY010000005.1,AUGUSTUS,gene,4486418,4486624,0.45,+,.,JAILWY010000005.1.g3063
35539,JAILWY010000005.1,AUGUSTUS,gene,4520250,4522085,0.79,-,.,JAILWY010000005.1.g3064
35544,JAILWY010000005.1,AUGUSTUS,gene,4528130,4530177,0.96,-,.,JAILWY010000005.1.g3065
35555,JAILWY010000005.1,AUGUSTUS,gene,4531059,4535577,0.94,+,.,JAILWY010000005.1.g3066
35574,JAILWY010000005.1,AUGUSTUS,gene,4540966,4541940,0.92,+,.,JAILWY010000005.1.g3067
35579,JAILWY010000005.1,AUGUSTUS,gene,4544318,4544938,0.68,-,.,JAILWY010000005.1.g3068
35588,JAILWY010000005.1,AUGUSTUS,gene,4552203,4553138,0.5,+,.,JAILWY010000005.1.g3069
35593,JAILWY010000005.1,AUGUSTUS,gene,4554861,4555073,0.27,-,.,JAILWY010000005.1.g3070
35598,JAILWY010000005.1,AUGUSTUS,gene,4555269,4556207,0.53,-,.,JAILWY010000005.1.g3071
35607,JAILWY010000005.1,AUGUSTUS,gene,4561559,4562299,0.95,-,.,JAILWY010000005.1.g3072
35612,JAILWY010000005.1,AUGUSTUS,gene,4563897,4564251,0.98,-,.,JAILWY010000005.1.g3073
35619,JAILWY010000005.1,AUGUSTUS,gene,4566871,4569090,0.83,+,.,JAILWY010000005.1.g3074
35626,JAILWY010000005.1,AUGUSTUS,gene,4570415,4571117,0.65,-,.,JAILWY010000005.1.g3075
35635,JAILWY010000005.1,AUGUSTUS,gene,4574199,4574933,0.76,-,.,JAILWY010000005.1.g3076
35640,JAILWY010000005.1,AUGUSTUS,gene,4576688,4577042,0.92,-,.,JAILWY010000005.1.g3077
35647,JAILWY010000005.1,AUGUSTUS,gene,4577709,4578323,0.92,+,.,JAILWY010000005.1.g3078
35652,JAILWY010000005.1,AUGUSTUS,gene,4593005,4593436,0.72,+,.,JAILWY010000005.1.g3079
35657,JAILWY010000005.1,AUGUSTUS,gene,4595159,4595371,0.13,-,.,JAILWY010000005.1.g3080
35662,JAILWY010000005.1,AUGUSTUS,gene,4595567,4596505,0.41,-,.,JAILWY010000005.1.g3081
35671,JAILWY010000005.1,AUGUSTUS,gene,4598482,4600640,0.43,+,.,JAILWY010000005.1.g3082
35678,JAILWY010000005.1,AUGUSTUS,gene,4601578,4602405,0.65,-,.,JAILWY010000005.1.g3083
35687,JAILWY010000005.1,AUGUSTUS,gene,4605300,4607504,0.98,+,.,JAILWY010000005.1.g3084
35694,JAILWY010000005.1,AUGUSTUS,gene,4609549,4617491,0.42,-,.,JAILWY010000005.1.g3085
35705,JAILWY010000005.1,AUGUSTUS,gene,4617687,4618625,0.6,-,.,JAILWY010000005.1.g3086
35714,JAILWY010000005.1,AUGUSTUS,gene,4620669,4622827,0.44,+,.,JAILWY010000005.1.g3087
35721,JAILWY010000005.1,AUGUSTUS,gene,4623764,4624591,0.61,-,.,JAILWY010000005.1.g3088
35730,JAILWY010000005.1,AUGUSTUS,gene,4628667,4629425,0.97,-,.,JAILWY010000005.1.g3089
35735,JAILWY010000005.1,AUGUSTUS,gene,4631349,4636228,0.28,-,.,JAILWY010000005.1.g3090
35742,JAILWY010000005.1,AUGUSTUS,gene,4636387,4637448,0.75,-,.,JAILWY010000005.1.g3091
35747,JAILWY010000005.1,AUGUSTUS,gene,4643645,4644313,0.92,+,.,JAILWY010000005.1.g3092
35752,JAILWY010000005.1,AUGUSTUS,gene,4646255,4646953,0.26,-,.,JAILWY010000005.1.g3093
35761,JAILWY010000005.1,AUGUSTUS,gene,4650676,4651596,0.39,-,.,JAILWY010000005.1.g3094
35770,JAILWY010000005.1,AUGUSTUS,gene,4656870,4657469,0.68,+,.,JAILWY010000005.1.g3095
35775,JAILWY010000005.1,AUGUSTUS,gene,4659370,4666440,0.64,-,.,JAILWY010000005.1.g3096
35806,JAILWY010000005.1,AUGUSTUS,gene,4668475,4673991,1,+,.,JAILWY010000005.1.g3097
35811,JAILWY010000005.1,AUGUSTUS,gene,4676348,4677259,0.96,-,.,JAILWY010000005.1.g3098
35816,JAILWY010000005.1,AUGUSTUS,gene,4678405,4678632,0.71,+,.,JAILWY010000005.1.g3099
35821,JAILWY010000005.1,AUGUSTUS,gene,4679120,4679785,0.81,+,.,JAILWY010000005.1.g3100
35826,JAILWY010000005.1,AUGUSTUS,gene,4680390,4683045,0.59,-,.,JAILWY010000005.1.g3101
35843,JAILWY010000005.1,AUGUSTUS,gene,4690386,4697438,0.28,-,.,JAILWY010000005.1.g3102
35862,JAILWY010000005.1,AUGUSTUS,gene,4706807,4707835,0.98,+,.,JAILWY010000005.1.g3103
35869,JAILWY010000005.1,AUGUSTUS,gene,4831107,4832312,0.76,+,.,JAILWY010000005.1.g3104
35876,JAILWY010000005.1,AUGUSTUS,gene,4852376,4852648,0.58,+,.,JAILWY010000005.1.g3105
35881,JAILWY010000005.1,AUGUSTUS,gene,4892097,4892309,0.68,+,.,JAILWY010000005.1.g3106
35886,JAILWY010000005.1,AUGUSTUS,gene,4898545,4898796,0.82,-,.,JAILWY010000005.1.g3107
